-0.678550	0.123235	-1.000000
0.114711	0.481044	1.000000
-0.048155	0.832083	-1.000000
-0.840964	0.331942	-1.000000
0.082469	0.528722	-1.000000
0.751809	0.120186	-1.000000
0.301949	0.085638	1.000000
-0.600420	-0.142498	-1.000000
-0.686627	0.208542	-1.000000
0.191575	-0.246475	1.000000
0.572205	-0.813204	-1.000000
-0.447126	-0.116990	1.000000
-0.472898	-0.137013	1.000000
-0.419211	0.089089	1.000000
0.027989	-0.372334	1.000000
0.196025	0.488502	-1.000000
0.258289	0.123944	1.000000
-0.113270	0.132166	1.000000
-0.827955	0.518788	-1.000000
-0.624996	0.411309	-1.000000
0.881435	0.126466	-1.000000
0.548013	0.303195	-1.000000
-0.359245	-0.712385	-1.000000
-0.145542	0.443339	1.000000
0.033586	0.184896	1.000000
0.494557	0.400337	-1.000000
-0.418258	0.070496	1.000000
-0.653957	0.603299	-1.000000
0.002092	-0.333246	1.000000
-0.073982	0.026695	1.000000
-0.807792	-0.105351	-1.000000
-0.550282	0.512732	-1.000000
-0.546105	0.426568	-1.000000
-0.504215	-0.405471	-1.000000
0.269577	-0.547640	-1.000000
-0.242161	-0.084057	1.000000
0.669272	0.360752	-1.000000
-0.032061	0.481894	1.000000
-0.238283	-0.827391	-1.000000
0.164486	-0.273074	1.000000
-0.019491	0.039740	1.000000
-0.725201	0.355245	-1.000000
0.182581	-0.330840	1.000000
-0.101872	-0.967352	-1.000000
0.352291	-0.334838	1.000000
-0.179066	-0.147601	1.000000
-0.428434	0.365569	-1.000000
0.629861	-0.241785	-1.000000
0.078927	-0.175492	1.000000
0.209322	0.083457	1.000000
0.439340	0.323722	-1.000000
-0.428881	-0.289459	-1.000000
0.188238	0.196120	1.000000
0.681878	0.036039	-1.000000
-0.263616	0.041210	1.000000
-0.522725	-0.138807	-1.000000
-0.028276	0.389373	1.000000
-0.731042	0.088519	-1.000000
-0.080349	-0.954388	-1.000000
0.007885	0.036625	1.000000
-0.797342	-0.367472	-1.000000
0.066753	0.229359	1.000000
0.336623	0.228660	1.000000
-0.390718	0.065286	1.000000
-0.140483	0.753866	-1.000000
-0.671548	0.717323	-1.000000
-0.096488	0.268517	1.000000
0.092290	0.134059	1.000000
-0.864571	-0.162674	-1.000000
-0.155188	0.570400	-1.000000
0.007942	-0.202264	1.000000
0.130152	0.360529	1.000000
-0.320278	-0.732744	-1.000000
-0.337784	-0.521062	-1.000000
0.467949	0.232316	-1.000000
-0.038474	0.043758	1.000000
-0.226694	-0.377848	1.000000
-0.055587	-0.538213	-1.000000
0.333600	0.606493	-1.000000
-0.202393	-0.320407	1.000000
-0.128549	0.577522	-1.000000
-0.091965	-0.148408	1.000000
-0.016805	0.343435	1.000000
-0.182925	-0.066322	1.000000
0.214170	0.034068	1.000000
0.470206	-0.191968	-1.000000
0.312482	-0.598973	-1.000000
0.081357	0.494614	-1.000000
0.466088	-0.769100	-1.000000
0.673695	-0.506741	-1.000000
-0.168522	0.518737	-1.000000
0.920000	-0.297677	-1.000000
0.063337	-0.762423	-1.000000
0.501841	0.010107	-1.000000
-0.481501	0.596810	-1.000000
0.412747	0.891283	-1.000000
-0.018899	-0.038760	1.000000
0.765145	0.095622	-1.000000
-0.369305	0.713487	-1.000000
0.292522	0.352723	1.000000
